,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,소재,재질,팔걸이,등받이,종류,인테리어
504,677,184634,"도리퍼니처 캐빈 원목 벤치의자, 우드",44900,2022424919,True,4,5.0,98.0,False,도리퍼니처,0,50.0,NULL,브라운,인조/천연가죽,NULL,NULL,등받이없음,벤치형의자,모던/심플
505,678,184634,"탑체어 앉은뱅이의자 좌식의자, 가죽 등받이형_블랙",26500,241846744,False,0,5.0,11.0,False,탑체어,"3,000",8.0,NULL,NULL,인조/천연가죽,NULL,팔걸이없음,NULL,일반형,NULL
506,681,184634,"심플하고 아담한 디자인 스툴의자 2size 4color/빈티지스툴/엔틱스툴/간의의자/스툴의자/미니화분대/낮은의자/어린이의자/유치원의자/1인용스툴/보조의자, 이지룸스툴 대_그린",9500,4588013006,False,0,4.0,5.0,False,,"2,500",5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
507,682,184634,에스엠체어 의자 수리용/교체용 우레탄바퀴 5개 set,5980,5207848263,False,29,4.5,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
508,683,184634,"퍼니츠 로블 가죽의자 안락의자, 블랙",49500,131377893,False,42,4.5,44.0,False,,착불배송,33.0,520X540X850,블랙,NULL,"PU가죽,철제",NULL,NULL,식탁의자,NULL
509,684,184634,"골드임페리얼 인조 가죽 의자 2p, 베이지 + 로즈골드",99680,2109855773,True,16,4.0,4.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
510,687,184634,"이케아 MAMMUT 어린이 스툴 301.766.44, 화이트",10600,4948208668,False,28,4.5,10.0,False,이케아,0,10.0,NULL,화이트,NULL,플라스틱,NULL,NULL,NULL,NULL
511,688,184634,"가팡 철제 원형 접이식 의자, 화이트 5815",17930,1731342361,True,0,4.0,5.0,False,가팡,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
512,689,184634,"무중력의자 휴식을 주는 나만의 안락의자, 제품번호_메타써클레드",32900,217821341,False,26,4.5,6.0,False,무중력의자,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
513,690,184634,"파스텔우드 고급원목 라탄의자 카페 커피숍 디자인의자 인테리어의자, 네추럴",112000,335659855,False,37,4.5,27.0,False,,0,23.0,NULL,베이지,NULL,원목,NULL,NULL,식탁의자,내추럴
514,691,184634,"프리미엄 1인용 빈백소파 S L03, 그레이",42900,4359618418,True,0,2.0,5.0,False,,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
515,692,184634,"퍼니아트 라오니 등받이 수납스툴 화장대의자 101 스툴, 아이보리",49800,13672715,False,0,4.0,85.0,False,퍼니아트,착불배송,30.0,가로)380mm x (세로)375mm x (높이)740mm,화이트,NULL,원목,NULL,NULL,NULL,NULL
516,693,184634,"텐스페이스 가비2 컬러 1200 도어수납벤치의자 수납장, 아이보리",61000,44547335,False,0,4.0,190.0,False,텐스페이스,착불배송,23.0,NULL,화이트,인조/천연가죽,NULL,NULL,등받이없음,NULL,모던/심플
517,695,184634,"밴프 패브릭 쿠션 스툴, 그레이(OC076)",13120,1744427456,True,11,3.5,36.0,False,밴프,0,36.0,NULL,그레이,패브릭,NULL,NULL,등받이없음,스툴/화장대의자,NULL
518,696,184634,"루카스 인테리어 쿠션 화장대 스툴 중 32 x 32 x 28 cm, 브라운",18900,1639633355,True,0,4.5,2.0,False,,0,2.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,NULL,NULL
519,697,184634,"이쯔 나나 2인용 유아소파, 옐로우",84390,66949403,False,3,4.5,79.0,False,이쯔,0,29.0,NULL,옐로우,NULL,NULL,NULL,NULL,NULL,키즈/캐릭터
520,698,184634,저소음우레탄바퀴-기본 의자바퀴 의자부품 캐스터 의자수리 의자부속 사무용으자바퀴 컴퓨터의자바퀴 PC방의자바퀴 의자부속,1100,334937108,False,0,5.0,25.0,False,,"2,500",20.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
521,699,184634,"접이식 간이의자 휴대용 캠핑의자 S, 퍼플",5600,4924392207,True,0,4.0,8.0,False,몰래,0,9.0,S(29.5 x 24.5 x 27 cm),멀티(혼합)컬러,플라스틱,PP,NULL,NULL,NULL,NULL
522,700,184634,"에시앙 아기의자 전용 앤스 라이너, 앤스라이너",16800,163702244,False,20,4.0,22.0,False,에시앙,0,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
523,701,184634,"에펠플러스 북유럽 미니멀 인테리어의자, 에펠체어_고급형_화이트",27000,5430163637,False,0,4.5,29.0,False,,0,29.0,NULL,화이트,NULL,인조가죽,팔걸이없음,NULL,NULL,모던/심플
524,704,184634,"본베베 큐브 벤치정리함, 그레이",24900,1831954026,True,0,4.5,105.0,False,본베베,0,98.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
525,707,184634,"그린하우스 환의자 보조의자 플라스틱, 검정",39900,8929398,False,13,4.5,29.0,False,그린하우스,착불배송,8.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,보조의자/스툴,모던/심플
526,708,184634,"라이프타임 접이식 의자 세트 2p, 화이트",148900,19103131,False,0,4.5,93.0,False,LIFETIME,0,44.0,58 x 49.8 x 82.2 cm,화이트,NULL,폴리에틸렌,NULL,NULL,NULL,NULL
527,709,184634,"집중력향상 회전의자 잠금장치 중심봉 바퀴 고정장치 몬스터락, 몬스터휠 핑크 5개Set (FD)",12600,5433410013,False,0,,,False,몬스터리빙,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
528,712,184634,"라탄 카페 원형 원목 스툴, 내츄럴",48300,5016334215,True,0,5.0,1.0,False,,0,1.0,NULL,브라운,라탄,NULL,팔걸이없음,등받이없음,NULL,내추럴
529,713,184634,"모아 원형보조의자(소)(1+1 제품) 보조의자, 블랙",30000,200399607,False,0,4.5,9.0,False,모아,0,7.0,270*475,블랙,NULL,철제,NULL,NULL,NULL,NULL
530,714,184634,"폴리몰리 빈백 + 풋스툴 세트 607C, 라임",498000,5227068683,False,0,5.0,9.0,False,폴리몰리,0,6.0,"빈백(94 x 118 x 75 cm), 풋스툴(72 x 40 x 32 cm)",NULL,NULL,NULL,NULL,NULL,NULL,NULL
531,716,184634,"노아가구 엘 체어 2p, 화이트",43070,189617670,True,0,4.5,33.0,False,노아가구,0,29.0,NULL,화이트,플라스틱,NULL,NULL,NULL,스툴/화장대의자,NULL
532,718,184634,"에보니아 153 방수 패브릭 1인 스툴, 민트블루",66020,1998363182,True,4,4.5,37.0,False,에보니아,0,37.0,NULL,블루,패브릭,NULL,NULL,등받이없음,스툴/화장대의자,NULL
533,719,184634,"크레바스 폴딩 휴대용 간이의자, 그레이",6990,1704185498,True,0,4.5,42.0,True,키밍,,16.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
534,726,184634,모노먼트 고무나무 사각 스툴 등받이,20120,151895685,True,4,4.0,52.0,False,모노먼트,0,11.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
535,728,184634,"간이의자 접이식의자 가정용 원목 심플 북유럽스타일의 식탁의자 의자 등받이의자 휴대용 사무실 나무걸상, T02-다갈색 접이식 등받이의자",37000,1364933490,False,0,4.0,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
536,730,184634,"비오씨 프리미엄 접이식의자 접이식 좌식의자 접이식쇼파 자세교정 5단 접이식좌식의자 패브릭 5단조절, 딥레드",27900,5411190417,False,0,4.5,4.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
537,731,184634,"시디즈 아띠 어린이 의자, MICKEY MOUSE",109900,61774834,True,26,5.0,16.0,False,시디즈,0,8.0,385 x 440 x 445 ~ 485 mm,블랙,NULL,패브릭,NULL,NULL,아동용의자,NULL
538,734,184634,"도리퍼니처 회전좌식(대) 의자 /좌식 테이블, 블랙",30500,27358191,False,0,4.5,23.0,False,도리퍼니처,0,9.0,51cm x 58cm x 50cm,블랙,NULL,인조가죽,NULL,NULL,NULL,NULL
539,735,184634,"피카소가구 썬베드 비치의자 야외선베드 수영장의자 야외의자 야외침대 루프탑베드, 썬베드-화이트",89000,110582348,False,10,3.0,11.0,False,,0,10.0,W75*D190*H35,화이트,NULL,플라스틱,NULL,NULL,NULL,NULL
540,737,184634,"고집쟁이녀석들 대나무 기도의자 6037, 브라운",21030,1946700160,True,0,5.0,30.0,False,고집쟁이녀석들,0,13.0,NULL,브라운,우드,NULL,팔걸이없음,등받이없음,NULL,NULL
541,739,184634,"에코DIY 헬리콘 사각 스툴, 브라운",16900,175013610,True,22,4.0,58.0,False,텐바이텐,0,35.0,NULL,NULL,패브릭,NULL,NULL,NULL,NULL,NULL
542,740,184634,"모노먼트 조립식 원목스텝스툴, 원목",39900,9551214,False,0,4.0,553.0,False,모노먼트,0,124.0,42.5 x 39 x 50 cm,브라운,NULL,원목,NULL,NULL,NULL,내추럴
543,741,184634,"나인홈 벤치의자 식탁 1인 2인용 멀바우 빈티지, 2인_멀바우벤치의자(WWC2086-BK)",24500,47828949,False,18,4.5,8.0,False,,착불배송,6.0,NULL,브라운,우드,NULL,NULL,등받이없음,NULL,빈티지
544,742,184634,"생활지음 루미 SWIVEL 회전형 의자 SSLM14, 웜화이트",39100,1885492625,False,9,5.0,36.0,False,생활지음,"5,000",36.0,620 x 591 x 695~787 mm,NULL,NULL,PP,NULL,NULL,NULL,NULL
545,743,184634,"체어스코 플로 접이식 등받이 좌식의자, 액티브윙 블랙",24900,5510140249,False,75,5.0,1.0,False,체어스코,"4,000",1.0,NULL,NULL,NULL,NULL,NULL,등받이있음,자세교정형,모던/심플
546,744,184634,"코끼리리빙 모던 사각 원목 스툴 EHC-3044, 브라운",31070,1421974516,True,8,4.5,9.0,False,코끼리리빙,0,9.0,NULL,NULL,패브릭,NULL,NULL,등받이없음,스툴/화장대의자,NULL
547,745,184634,"베스트리빙 캔버라 3인벤치, 내츄럴화이트",102810,69694782,True,3,4.5,75.0,False,,0,20.0,NULL,화이트,우드,NULL,NULL,등받이없음,벤치형의자,내추럴
548,746,184634,"리빙숲 플라스틱 수납 스툴, 화이트",18970,142455536,True,1,5.0,8.0,False,리빙숲,0,5.0,NULL,NULL,플라스틱,NULL,NULL,NULL,스툴/화장대의자,NULL
549,747,184634,"일룸 판다아코 유아동소파, 혼합 색상",94050,28706388,True,5,5.0,30.0,False,일룸,0,5.0,NULL,NULL,NULL,인조가죽,NULL,NULL,NULL,NULL
550,748,184634,"폴리몰리 빈백 + 풋스툴 세트 607C, 파인그린",339400,2371470154,False,0,4.5,212.0,False,폴리몰리,0,104.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
551,751,184634,"노노스 로드 사각/원형 골드 스툴, 사각스툴 퍼플",31900,4618578143,False,36,4.0,9.0,False,노노스,0,9.0,NULL,NULL,패브릭,NULL,NULL,NULL,NULL,NULL
552,752,184634,"보니타 초대형 티파니 스웨이드 빈백 LF501, 핑크",93500,26977081,True,3,4.0,165.0,False,보니타,0,57.0,600 x 850 x 1000 mm,핑크,NULL,스웨이드,NULL,NULL,NULL,NULL
553,753,184634,"베스트렉 B227 인테리어의자 식탁의자 책상의자, 블랙",30900,27455547,False,0,4.0,34.0,False,베스트렉,0,22.0,NULL,NULL,인조/천연가죽,인조가죽,팔걸이없음,등받이있음,식탁의자,NULL
554,755,184634,"인더룸 에밀리 패브릭 쿠션 원목 스툴 원형의자, 블루",9900,4797209329,False,44,4.0,18.0,False,,"6,000",18.0,33*47cm,NULL,NULL,NULL,NULL,등받이없음,스툴/화장대의자,모던/내츄럴
555,756,184634,가팡 원목 스툴 중형 직사각 320,19560,1712870365,True,0,4.0,9.0,False,가팡,0,9.0,NULL,베이지,우드,NULL,NULL,등받이없음,NULL,내추럴
556,757,184634,"인터퍼스 등받이 작업의자 간이보조의자 낮은의자 바퀴의자, 177-3A형",32670,1338931966,False,0,5.0,9.0,False,,착불배송,9.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,NULL,NULL
557,759,184634,"코리안파워 핑키원반, 핑키원반형 블랙",32000,113354086,False,5,4.5,18.0,False,,0,15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
558,760,184634,"[에코DIY] 원목 스텝스툴, 내츄럴",26900,1611559,True,0,4.0,52.0,False,,0,7.0,380 x 250 x 455 mm,베이지,원목,원목,NULL,NULL,보조의자/스툴,NULL
559,761,184634,"뉴코드스윙체어 아카폴코 흔들의자 실내 라탄의자 안락의자 라탄흔들의자 야외의자, 뉴 코드스윙체어-블랙",82600,239704670,False,15,4.5,9.0,False,하늘창가구,0,7.0,NULL,NULL,플라스틱,NULL,NULL,NULL,야외/캠핑용의자,NULL
560,762,184634,"도리퍼니처 동글이 신형 바퀴의자, 블랙",58940,2022424839,True,5,4.0,17.0,False,도리퍼니처,0,1.0,NULL,NULL,인조/천연가죽,NULL,팔걸이없음,등받이있음,NULL,NULL
561,763,184634,"파로마 1인 리클라이닝 릴렉싱 체어 헤이븐, 아이보리",138600,5069913668,False,6,3.5,3.0,False,파로마,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
562,764,184634,"북유럽풍 골드 나비장식 메이크업 화장대 의자 스툴, 나비 의자 + 흰색 쿠션",27500,2048399911,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
563,766,184634,"의자바퀴용 고정캡, 블랙[고정캡5개1세트], 5개1세트",9300,960655,False,0,4.0,143.0,False,시니프,0,20.0,NULL,블랙,NULL,PVC,NULL,NULL,NULL,NULL
564,767,184634,"RM다용도 하우징 스툴 드럼통 장남감 깡통 의자, 하우징-화이트",17400,2158616142,False,0,4.0,15.0,False,,착불배송,15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
565,768,184634,"씨에스리빙 힙스터 드럼 스툴, 그레이",21500,1395265336,False,0,4.5,359.0,False,씨에스리빙,0,197.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,NULL,NULL
566,769,184634,"가구있다 체스의자, 그린",23900,182287202,False,0,4.5,24.0,False,,착불배송,18.0,NULL,그린,인조/천연가죽,NULL,NULL,등받이있음,NULL,NULL
567,770,184634,"블루밍홈 스웨이드 슈프림 좌식 접이식의자, 네이비",60800,224642261,True,0,4.0,14.0,False,블루밍홈,0,8.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
568,774,184634,"바른엔젤체어2 1+1, 블랙",70000,4765646174,False,41,5.0,7.0,False,바른엔젤체어,0,7.0,NULL,NULL,기타,NULL,NULL,등받이있음,NULL,NULL
569,775,184634,"시디즈 아띠 어린이 의자 K301F, 로지 핑크",89900,64829012,True,18,5.0,32.0,False,시디즈,0,2.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,아동용의자,NULL
570,776,184634,"[유캐슬] 마호가니 빈티지 엔틱 원목 2인용 벤치, 상세 설명 참조",81600,124124401,False,8,4.5,29.0,False,유캐슬,착불배송,13.0,NULL,브라운,우드,NULL,NULL,등받이없음,벤치형의자,클래식/엔틱
571,777,184634,"에이치케이퍼니처 의자 로라타입 HK-109, 화이트",44200,2206340115,True,20,4.5,11.0,False,,0,11.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,NULL,NULL
572,778,184634,"이쯔 나나 1인용 유아소파, 오렌지",51470,1141711,True,0,4.5,200.0,False,이쯔,0,49.0,NULL,오렌지,NULL,PU (폴리우레탄),NULL,NULL,NULL,NULL
573,779,184634,"에시앙 원터치 하이체어, 화이트",67350,2082419066,True,1,4.5,3.0,False,에시앙,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
574,782,184634,"에시앙 아기의자 전용_크라운2종 세트(짱구베개+라이너), 도트(아이보리)",37730,1495468093,False,23,4.5,5.0,False,에시앙,0,5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
575,787,184634,"제이에스리빙 좌식 의자 쇼파 접이식 안락 게임용 등받이 게이밍 1인용 베드 쿠션 각도 조절 인테리어 좌식의자 앉는의자 바닥의자, 그린티 체어베드",45800,1504571966,False,13,5.0,5.0,False,,0,5.0,NULL,NULL,NULL,NULL,팔걸이없음,NULL,좌식소파형,NULL
576,788,184634,"오에이데스크 심플사각 원목스툴 OD112, 패턴",12960,88514467,True,41,4.5,33.0,False,,0,15.0,NULL,NULL,패브릭,NULL,NULL,NULL,NULL,NULL
577,789,184634,"라로퍼니처 모카 원목 식탁의자 카페 인테리어 의자 인테리어의자, 단품",47900,319808928,False,52,5.0,26.0,False,,착불배송,25.0,NULL,NULL,우드,NULL,NULL,등받이있음,식탁의자,NULL
578,791,184634,"패브릭 좌식소파 각도조절 접이식 좌식의자 1인용 등받이의자 안락소파 [쿠션포함], 옐로우",24800,5429456881,False,54,3.0,2.0,False,,"6,000",2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
579,793,184634,"블루밍홈 로미 접이의자 PU, 브라운",28400,1597558688,True,0,4.0,36.0,False,블루밍홈,0,29.0,NULL,브라운,인조/천연가죽,NULL,NULL,등받이있음,접이식의자,NULL
580,796,184634,"픽 비틀체어 골드 2p, 핑크",83800,1946953723,True,0,5.0,11.0,False,,0,11.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
581,797,184634,"에시앙 아기의자 전용 애플 라이너, 핑크",20800,1495470927,False,20,4.5,3.0,False,에시앙,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
582,798,184634,"에스파스 접이식 쿠션 의자, 브라운",14350,159015020,True,42,4.5,29.0,False,에스파스,0,8.0,NULL,브라운,기타,NULL,NULL,등받이없음,접이식의자,NULL
583,800,184634,"엠보 인테리어 카페 화장대 다용도 식탁의자 소비자조립 크롬스틸하부 2p, 연그레이",66450,5253495253,True,0,4.0,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,팔걸이없음,NULL,NULL,NULL
584,801,184634,"에코DIY 원목 벤치 100, 내츄럴",42550,1611554,True,8,4.5,112.0,False,,0,34.0,960 x 350 x 450 mm,브라운,NULL,원목,NULL,NULL,벤치형의자,내추럴
585,803,184634,"특수 높은의자 (2개외 주문 착불배송)원형 카운터 혈압계 작업 제도용 빵의자, A.진찰-블랙(바퀴)-200A",38500,5205267828,False,0,4.5,38.0,False,,"5,500",4.0,상품상세이미지 표기,상품상세이미지 표기,NULL,인조가죽,NULL,NULL,NULL,NULL
586,805,184634,"라로퍼니처 마인 원목 화장대스툴 의자 아카시아나무 보조의자 스툴 화분받침대, 마인스툴 월넛",33900,241824662,False,43,4.5,49.0,False,,0,45.0,NULL,브라운,우드,NULL,NULL,등받이없음,NULL,NULL
587,806,184634,[세이지폴] 점보 부스터 풀세트 (점보부스터+이너시트) /아기식탁의자/휴대용유아의자,86450,1848673934,False,40,3.0,2.0,False,세이지폴,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
588,807,184634,"창신정밀 사무용의자 [1호]카페의자 학원의자 야외의자 인테리어의자 사무실의자, 그린",19500,174626560,False,27,4.0,8.0,False,,착불배송,4.0,NULL,NULL,플라스틱,NULL,NULL,등받이있음,사무/학생용의자,NULL
589,808,184634,"베스트리빙 쉐라톤 원목 회전 의자, 블랙 + 엔틱",109000,46549454,True,0,4.0,63.0,False,베스트리빙,0,20.0,575x600x830mm,브라운,NULL,원목,NULL,NULL,NULL,NULL
590,809,184634,"블루밍홈 네이쳐락커체어(세트), 1세트, 와인",76400,3672443,False,0,4.0,105.0,False,블루밍홈,0,19.0,NULL,레드,패브릭,원목,NULL,NULL,안락의자,NULL
591,810,184634,"오에이데스크 심플사각 원목스툴 OD114, 그린",13640,88514434,True,38,4.5,52.0,False,,0,26.0,NULL,NULL,패브릭,NULL,NULL,등받이없음,스툴/화장대의자,NULL
592,811,184634,"스마트퍼니처 코비아 좌식의자 고정형, 화이트",17420,213138714,True,3,4.5,125.0,False,,0,79.0,NULL,NULL,NULL,PP,팔걸이없음,NULL,NULL,NULL
593,813,184634,"라탄회전의자, 신한라탄회전의자 브라운",6800,4537046351,False,0,5.0,5.0,False,,"3,000",5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
594,814,184634,"모던앤데코 레이 1인 소파 2p, 브라운",80040,80159507,True,11,4.0,88.0,False,,0,32.0,NULL,브라운,인조/천연가죽,NULL,팔걸이있음,등받이있음,NULL,NULL
595,815,184634,"모노먼트 고무나무 사각쿠션 스툴 중형, gray",26900,167051490,True,0,4.5,29.0,False,모노먼트,0,11.0,NULL,NULL,패브릭,NULL,NULL,NULL,스툴/화장대의자,NULL
596,816,184634,"[홈스토리] 엘린까사 골드프레임 벨벳 마카롱체어 1+1, 핑크+블루",108000,1138889607,False,0,4.5,6.0,False,,"20,000",5.0,NULL,NULL,기타,NULL,NULL,등받이있음,식탁의자,로맨틱
597,817,184634,"마켓비 SIGTAG 유아식탁의자 + SIGTAG 유아트레이 세트, 화이트",30800,2423337,False,0,4.5,1797.0,False,마켓비,착불배송,163.0,NULL,화이트,NULL,PP(폴리프로필렌),NULL,NULL,NULL,NULL
598,818,184634,리바트 뉴시나몬 원목 스툴,46060,9856299,False,31,4.5,38.0,False,리바트,0,20.0,NULL,베이지,우드,NULL,NULL,등받이없음,NULL,내추럴
599,819,184634,"에이스독서대 기도의자 와이드, 메이플",13920,4735553433,True,0,4.5,3.0,False,에이스독서대,0,2.0,NULL,브라운,NULL,NULL,팔걸이없음,등받이없음,NULL,내추럴
600,822,184634,"라비베베 스토리텔링 소프트 체어, 유니콘 이야기",14900,4387968693,True,22,4.5,35.0,False,라비베베,0,35.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
601,823,184634,"디자인스킨 플레이 테이블 유아 소파, Grey",178000,2139495717,True,0,5.0,9.0,False,디자인스킨,0,9.0,NULL,NULL,인조/천연가죽,NULL,NULL,NULL,기타,키즈/캐릭터
602,824,184634,"라로퍼니처 그라나다 원목 2인용 방석 벤치의자 실내벤치, 단품",77900,258823027,False,48,4.5,20.0,False,,착불배송,17.0,NULL,브라운,우드,NULL,NULL,등받이있음,벤치형의자,NULL
603,825,184634,"베이비케어 유아소파, 베이지",72000,2171824062,True,0,5.0,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
604,826,184634,"오에이데스크 브로몰딩 접이식 벤치 OT188, 화이트",54620,51410362,False,5,4.5,60.0,False,,0,23.0,183 x 28 x 43 cm,화이트,NULL,플라스틱,NULL,NULL,벤치형의자,NULL
605,828,184634,가팡 휴대용 접이식 의자 F,13000,1915005494,True,11,4.0,4.0,False,가팡,0,4.0,NULL,레드,플라스틱,NULL,NULL,등받이없음,NULL,NULL
606,829,184634,"루나스토리 유아 아기 식탁의자 하이체어, 블루",68520,4359872314,True,7,4.5,19.0,False,루나스토리,0,20.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
607,831,184634,"시디즈 링고 커버 S509ND1, -블루 S509ND1 2G4",24000,2321465682,False,4,4.5,16.0,False,시디즈,0,16.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
608,833,184634,"메이크잇 레더 수납형의자 - 의자+수납함을 한번에! 스툴, 블랙(소형)",9800,1448971607,False,9,5.0,11.0,False,,0,10.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
609,834,184634,"가정용 의자 접이식 등받이 보조 모던 간이 사무용 화장대 인테리어 카페반품지 안내, 화이트우드",14900,4387811673,False,0,5.0,3.0,False,,0,3.0,NULL,화이트,NULL,NULL,NULL,등받이있음,접이식의자,NULL
610,835,184634,베네플러스 리클라이너 좌식소파 그레이,82800,5401511876,False,6,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
611,836,184634,"리브맘 그랜드 풋스툴 70 x 40 x 40 cm, 웜그레이",43330,5305993371,True,2,,,False,리브맘,0,,70 x 40 x 40 cm,NULL,패브릭,면,NULL,NULL,NULL,모던/심플
612,838,184634,"이케아 유아용 식탁의자+트레이 Antilop 하이체어, 블루의자+블루트레이",21500,2123814787,False,0,5.0,8.0,False,이케아,"9,900",2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
613,839,184634,"접이식 폴딩 휴대용 미니 의자 / 발디딤대 3종, 그린",6500,4993635621,False,0,4.0,1.0,True,,,1.0,NULL,NULL,NULL,NULL,팔걸이없음,등받이없음,야외용의자,NULL
614,840,184634,"베스트리빙 루비원목 2인벤치, 엔틱",50150,207147725,True,0,4.5,82.0,True,베스트리빙,,47.0,NULL,브라운,우드,NULL,NULL,등받이없음,벤치형의자,클래식/엔틱
615,841,184634,"프리메이드 도담 원목 인테리어 벤치의자 중형, 블루",42900,111559499,False,34,4.5,90.0,False,프리메이드,0,42.0,W900 X D340 X H450 mm,블루,NULL,패브릭+원목,NULL,NULL,NULL,내추럴
616,842,184634,"수오 S라운지 1인용 라탄그네 흔들의자, 진브라운",155960,132762964,False,0,4.0,38.0,False,수오,착불배송,14.0,NULL,브라운,라탄,플라스틱,NULL,NULL,NULL,로맨틱
617,844,184634,"인터퍼스 작업의자 낮은의자 높낮이 조절의자, B타입 낮은의자",24700,1338687103,False,0,5.0,4.0,False,,착불배송,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
618,845,184634,"도리퍼니처 하랑 플라스틱 보조 스툴, 블루",7750,4550387707,True,0,5.0,1.0,False,도리퍼니처,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
619,846,184634,"이레 미니등받이의자 보조바텐이동의자 환의자 진찰용의자 원형의자, 블랙",46000,176105977,False,0,4.0,9.0,False,,"3,000",4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
620,847,184634,"가팡 의자 P, 퍼플",18330,1822009078,True,0,4.0,4.0,False,가팡,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
621,850,184634,"[당일출고] 루시아이 북유럽 고급 안락 흔들의자 흔들쇼파 1인용 락킹체어, 발 받침대 없음, 오렌지",208800,4955908417,False,30,5.0,11.0,False,,"30,000",11.0,NULL,오렌지,NULL,NULL,NULL,등받이있음,안락의자,북유럽
622,851,184634,"리치웰 하이그로시 멀티2인 벤치의자 보조의자, 화이트",112400,48484954,False,22,4.5,15.0,False,리치웰,착불배송,6.0,NULL,화이트,NULL,합성목재,팔걸이없음,NULL,NULL,NULL
623,853,184634,"블루밍홈 도트 5단 좌식의자 패브릭, 도트브라운",19400,1541161,True,44,4.0,68.0,False,블루밍홈,0,13.0,NULL,브라운,패브릭,NULL,NULL,NULL,좌식의자,NULL
624,856,184634,DIY 대나무 원목 사각 스툴,14900,5435315128,False,44,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
625,857,184634,"블루밍홈 렛스핀 팔걸이 등받이 회전 좌식의자 그레이 핑크 패브릭, 그레이ⓘP824304ⓟ",89000,4550516734,False,10,4.0,4.0,False,블루밍홈,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
626,859,184634,"로얄다이아 에펠의자 인테리어의자 카페 화장대 의자 식탁의자 포인트체어 DIY의자, 화이트 체어",25900,5558208142,False,0,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
627,862,184634,[모던하우스] WOW 리틀 정글 파라솔 의자세트,15470,5498531234,False,9,,,False,모던하우스,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
