,rank,category,name,price,product_id,isRocket,discount_percentage,rating,rating_total_count,is_out_of_stock,brand_name,shopping_fee,reviews_for_last1year,사이즈,색상,재질,소재,인테리어,방식,각도조절
118,152,184624,"[삼익가구]다이브 4인용 헤드틸팅 전동 리클라이너 가죽 소파, 그레이",799000,284391607,False,46,5.0,2.0,False,삼익가구,착불배송,1.0,NULL,NULL,NULL,인조/천연가죽,모던/심플,NULL,NULL
119,153,184624,"이찌라쿠 다리편한 리클라이너1인 원룸쇼파 게이밍 좌식소파베드 제로 가구, 그레이",89000,277756454,False,0,5.0,8.0,False,,"6,000",5.0,NULL,NULL,NULL,NULL,NULL,수동식,각도조절 가능
120,157,184624,"1인용 수동 리클라이너 수면 패브릭 독서 컴퓨터 쇼파 의자 이클라이너 리클라이너소파베드 무지 스트레스리스, type-A(의자없음), PP코튼, 그레이",149000,4745608440,False,28,5.0,1.0,False,,"20,000",1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121,158,184624,"라라홈 모나코 항균 네오 패브릭 이지클린 아쿠아텍스 3인 4인 리클라이너 소파, 베이지",749000,4322244479,False,41,4.5,3.0,False,,착불배송,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122,159,184624,"윙체어리클라이너 1인용리클라이너, 윙체어리클라이너_블랙",199010,2275777412,False,33,4.5,3.0,False,브노오,"20,000",3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123,160,184624,"[삼익가구]프리아 아쿠아텍스 4인용 전동 리클라이너 소파, 라이트그레이",829000,1796744554,False,17,4.5,3.0,False,삼익가구,착불배송,3.0,NULL,NULL,NULL,패브릭,로맨틱,NULL,NULL
124,162,184624,"[삼익가구]크루즈 USB 6인용 전동 리클라이너 가죽소파(양방향), 라이트그레이",939000,95409194,False,36,5.0,21.0,False,삼익가구,착불배송,15.0,3170x760x1000,그레이,"PU가죽, PVC가죽",NULL,NULL,NULL,각도조절 가능
125,163,184624,"프리폼 접이식 리클라이너 1인용 의자, 리클라이너 전용쿠션 블랙",25900,148273811,False,0,3.5,3.0,False,프리폼,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
126,166,184624,"고품격 함마톤160도 캠핑리클라이너 (컵홀더포함), 함마톤 블랙 리클라이너+컵홀더, 1개",49900,25155371,False,0,5.0,1.0,False,무중력의자,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
127,168,184624,"[삼익가구]프랑 아쿠아텍스 4인용 전동 리클라이너 소파, 그레이",899000,230837652,False,48,5.0,2.0,False,삼익가구,착불배송,2.0,NULL,NULL,NULL,패브릭,모던/심플,NULL,NULL
128,170,184624,"편안한 쇼파 수면 의자 스트레스리스 1인용 리클라이너 푹신한 소파, 민트 그린",89800,5203326275,False,0,,,False,,0,,NULL,NULL,패브릭,패브릭,모던/심플,NULL,NULL
129,171,184624,"레이디가구 스페이드 1인 전동 리클라이너 이태리 천연면피소가죽, 미스티블루",699000,4533466848,False,60,,,False,레이디가구,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130,172,184624,"파란들 이지 전동안마기탑재형 4인 리클라이너 소파, 초코",1390000,5190232391,False,50,,,False,파란들,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131,173,184624,"파파가구 침대의자, 베이지",101210,214144865,True,0,3.5,3.0,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
132,174,184624,"썬퍼니처 가구 1인용 수동 리클라이너 소파 7108 가죽 쇼파 독립스프링 컵홀더, 초코브라운_221010B",187000,145792210,False,48,4.0,8.0,False,,착불배송,1.0,900X940X1020,브라운,인조가죽,NULL,NULL,NULL,각도조절 가능
133,175,184624,"한샘엠시스 시에스타 1인 천연면피 리클라이너 풋스툴 포함, B형 라이트그레이",476000,223119908,False,40,4.0,7.0,False,,착불배송,7.0,76 x 78 x 105~118,그레이,천연가죽,NULL,NULL,NULL,각도조절 가능
134,178,184624,"[에몬스] [4인] 라르고 헤드레스트-틸팅 소파 (이태리 천연 소가죽), 색상:머드그레이",958000,345118997,False,3,4.5,3.0,False,,0,2.0,NULL,NULL,NULL,인조/천연가죽,모던/심플,NULL,NULL
135,179,184624,"레이디가구 알망 리클라이너 EC패브릭레더 쇼파 3인 4인 6인, 01. 3인용 리클라이너_크림라벤더",599000,4533516526,False,55,4.5,2.0,False,레이디가구,착불배송,2.0,NULL,NULL,NULL,NULL,로맨틱,NULL,NULL
136,181,184624,"썬퍼니처 가구 7104 초생피 전동 1인용 리클라이너 소파+허리쿠션 가죽 USB 독립스프링 컵홀더 제로월, 7104 버튼식 초생피_다크브라운",249000,340083326,False,0,,,False,,착불배송,,NULL,NULL,NULL,NULL,모던/심플,전자동식,각도조절 가능
137,182,184624,"이지체어 아폴론 1인용 전동 리클라이너 쇼파, 없음",290000,246981064,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138,183,184624,썬퍼니처 가구 (전동 리클라이너 소파용) 유선 리모콘,30000,5423567689,False,14,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
139,184,184624,"파로마 아스트로 아쿠아 패브릭 전동 리클라이너 4인소파(블루투스 우퍼스피커 홈바), 웜그레이",1570000,5312392470,False,23,,,False,,"80,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140,186,184624,리클라이너 손잡이 레버 핸들 부속품,11000,5424215496,False,0,,,False,,"3,000",,NULL,NULL,NULL,NULL,NULL,수동레버식,수동
141,187,184624,"모던하우스 레체 3인가죽 전동리클라이너_UM 리클라이너, 레체 3인가죽 전동리클라이너UM",1290000,1583486983,False,0,,,False,모던하우스,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
142,188,184624,"[10조한정 즉시할인쿠폰]포레 천연면피소가죽 라운지회전소파의자 스툴포함 1인용쇼파 리클라이너, 스카이블루",582400,4848581893,False,1,5.0,3.0,False,에보니아,착불배송,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
143,189,184624,"[에보니아] 마인 에어레더 회전의자/리클라이너1인소파/1인용쇼파/릴렉스체어, 색상:카푸치노",355300,1201441257,False,0,5.0,1.0,False,에보니아,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
144,190,184624,[시트앤모어]범블비 2모터 1인 천연통가죽 리클라이너소파,864800,4705049323,False,37,,,False,시트앤모어,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
145,191,184624,"대한도매총판 하이클라우드 리클라이너, 브라운",47900,1798305591,False,12,1.0,1.0,False,,"2,600",1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
146,192,184624,"[에몬스] [4인] 맨하탄 천연 면피소가죽 소파, 색상:초코브라운",1018400,1621575312,False,21,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
147,193,184624,"동서가구 로다 미니바 4인용 usb내장 전동 리클라이너 소파 DF638510, 다크그레이",799000,1238226815,False,46,5.0,4.0,False,동서가구,착불배송,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
148,195,184624,"HTL 가죽 리클라이너 4인용 소파, 네이비",2752130,1452677672,False,0,,,False,,0,,NULL,NULL,NULL,NULL,북유럽,전자동식,각도조절 가능
149,196,184624,"삼익가구 [삼익가구]리페어 천연 면피가죽 전동 3인용 리클라이너 소파, 머드그레이",839000,46433984,False,39,5.0,4.0,False,삼익가구,0,3.0,1920x900x980,그레이,"소가죽, 합성가죽, 스펀지, 합판 외",NULL,NULL,NULL,각도조절 가능
150,198,184624,"부르봉가구 임팔라 가죽 원터치 자동버튼 포켓스프링 컵홀드 USB 충전 기능 제로월 기능 전동 3 4인용 리클라이너 소파(B50), 베이지",830000,5388039314,False,63,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
151,199,184624,"[번개배송] 필우드가구 클로이 리클라이너 1인용소파, 01.아이보리",189000,5428396654,False,42,,,False,,0,,NULL,NULL,인조가죽,인조가죽,NULL,NULL,각도조절 가능
152,200,184624,"눕는 무중력 리클라이너 스르륵꿀잠 의자 안락 쇼파 리클라이닝 1인용 캠핑 사무용 각도조절 휴식 낮잠 편안한 느낌, 데일리 리클라이너 의자_브라운",39700,4713621291,False,0,,,False,,"3,000",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
153,201,184624,"한샘(가구) 한샘 휴 조이 좌식의자 틸팅 기어 리클라이닝, 01.휴 조이 좌식의자",78110,4389425011,False,1,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
154,202,184624,"코스트코 무지 1인 리클라이너 소파 수유 의자 이탈리아 직물 다다미 소파 북유럽 거실, 풋 페달, 색상은 배송메세지에",285600,5477441055,False,79,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
155,203,184624,"파로마 실론 양방향 리클라이너 4인 소파, 머드",702050,1841583318,False,5,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
156,204,184624,"히다마리 셀렉트 체어 8단계 리클라이너 암체어 (L) 그린, 브라운",179000,9003678,False,27,3.5,5.0,False,히다마리,0,,NULL,브라운,패브릭,원목,NULL,NULL,NULL
157,205,184624,[모던하우스] 보노 패브릭 리클라이너2인 그레이,363090,310819250,False,9,,,False,모던하우스,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
158,206,184624,"[아솔플러스] 라운지의자 접이식 침대의자 폴딩 리클라이너 전용쿠션(리클라이너 별매), 퍼플",21700,1463794752,False,3,4.5,3.0,False,,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
159,207,184624,"국민수유의자 리클라이너 스트레스리스 수동 취침 접이식 마니또선물, 블랙단품",56600,4595126204,False,5,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
160,208,184624,"에이스몰 각도조절 통풍 리클라이너 휴식의자, 리클라이너B-Black",39200,204543294,False,0,5.0,7.0,False,,0,4.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
161,209,184624,"무중력 1인용 전동 가죽 소파 리클라이너 FNB, 05_0005 전동 리클라이너, 씨네마네이비",310000,5158231481,False,32,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
162,211,184624,"고객감사 20명한정 즉시할인 뉴럭스 천연소가죽 1인 전동 리클라이너 소파, 브라운",364700,144294516,False,17,4.0,24.0,False,에보니아,"35,000",14.0,NULL,NULL,NULL,인조/천연가죽,모던/심플,NULL,NULL
163,212,184624,체어배드 무중력 의자 접이식 침대형 리클라이너 암체어 GOOD-G2,78000,5239142477,False,0,3.5,3.0,False,닥터웰,0,3.0,NULL,NULL,NULL,NULL,NULL,수동레버식,각도조절 가능
164,213,184624,"[시트앤모어] [MBC드라마협찬]킹스맨2모터전동1인 리클라이너무중력소파-탄브라운, 상세 설명 참조",1128000,319662131,False,29,5.0,1.0,False,시트앤모어,0,1.0,NULL,NULL,NULL,인조/천연가죽,모던/심플,NULL,NULL
165,215,184624,"비바체 리클라이너 소파 OR109, 베이지",175310,2285536397,True,6,5.0,5.0,False,몽돌,0,5.0,NULL,NULL,NULL,패브릭,모던/심플,NULL,NULL
166,216,184624,"RM디자인 플러피 1인용 리클라이너 소파 쇼파, 플러피-다크브라운",163900,2159016921,False,0,4.0,6.0,False,,착불배송,6.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
167,217,184624,"[삼익가구]프랑 아쿠아텍스 3.5인용 전동 리클라이너 소파, 그레이",749000,230837665,False,50,5.0,4.0,False,삼익가구,착불배송,4.0,NULL,NULL,NULL,패브릭,모던/심플,NULL,NULL
168,218,184624,"모유 수유 쇼파 릴렉스 임산부 소파 패브릭 1인용 리클라이너 의자 소파 북유럽 이케아 독서 안락 퍼니처, D타입",128000,2172092773,False,0,5.0,2.0,False,,착불배송,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
169,219,184624,"히다마리 리클라이너 버켓 1인용 소파, 버켓 그레이",99000,9033830,False,44,4.0,4.0,False,,0,1.0,NULL,그레이,패브릭,패브릭,NULL,NULL,NULL
170,220,184624,"프리폼 럭셔리 리클라이너의자 전용쿠션, 3. 리클라이너 전용쿠션 브라운",25900,126264246,False,0,4.5,6.0,False,프리폼,0,3.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
171,221,184624,"에넥스 프리미엄 에딘 천연면피가죽 전동 리클라이너 소파(3인용) 리클라이너소파, 초코브라운",1174670,88776653,False,23,4.5,3.0,False,에넥스,0,1.0,NULL,NULL,천연가죽+PVC+철제,NULL,모던/심플,스툴 없음,NULL
172,222,184624,"삼익가구 프리아 아쿠아텍스 3인용 전동 리클라이너 소파, 라이트그레이",649000,1796744311,False,18,5.0,1.0,False,삼익가구,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
173,223,184624,"에넥스 [10조 추가할인쿠폰] 루작 에어레더 전동 리클라이너 3인(E-SA1666-3S) 쇼파, 아이보리",649000,5107814374,False,4,5.0,7.0,False,에넥스,"80,000",5.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
174,224,184624,"[필우드가구] 번개배송/ 클로이 1인용 리클라이너 소파, 색상:아이보리",217550,2211971405,False,5,3.0,5.0,False,,0,5.0,NULL,베이지,NULL,NULL,모던/심플,하중반응식,각도조절 가능
175,227,184624,"[삼익가구]파라다이스 침대형 리클라이너 체어 컴퓨터 의자, 블랙",149000,5030601961,False,51,,,False,삼익가구,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
176,229,184624,"수오 프라임 리클라이너 1인 소파, 그레이",79000,106163432,False,0,3.5,95.0,False,수오,"20,000",8.0,NULL,그레이,패브릭,NULL,NULL,NULL,각도조절 가능
177,230,184624,"무지 리클라이닝 하이백 쇼파 1인용 리클라이너 의자 무인양품 oem, 베이지소파+발판",207100,2072211413,False,39,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
178,231,184624,"바네스데코 리르 리클라이너 1인소파 (브라운), 단품",209000,143641187,False,0,5.0,1.0,False,바네스데코,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
179,234,184624,"썬퍼니처 가구 1인용 전동 리클라이너 소파 7104 7108 5124 1668 가죽 USB 독립스프링 컵홀더 제로월, 7108 버튼식 초생피 베이지",304000,243827202,False,38,4.5,2.0,False,,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,전자동식,각도조절 가능
180,238,184624,"리바트 몰리세 3인 패브릭 리클라이너 (3색 중 택1), 블루그레이",972820,1604726301,False,38,5.0,2.0,False,리바트,0,2.0,NULL,NULL,NULL,패브릭,모던/심플,NULL,NULL
181,239,184624,"바네스데코 하이브리드 1인용 전동 리클라이너소파 522 (beige), 단품",289000,2379501959,False,0,,,False,바네스데코,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
182,240,184624,"[에몬스] [4인 코너형] 라르고 헤드레스트-틸팅 소파 (이태리 천연 소가죽), 색상:카키브라운",1558000,345119931,False,1,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
183,241,184624,"[쿠시퍼] 1인용 리클라이너 소파 CU-751A 릴렉스체어, 모델선택:CU-751A(그레이)",225600,1329971926,False,0,3.0,3.0,False,쿠시퍼,0,3.0,NULL,NULL,NULL,인조/천연가죽,NULL,NULL,NULL
184,242,184624,"Redsea 168-1 가정 전동 1인 리클라이너 소파 패브릭 컵홀더 스피커 usb포트공장 출하 대량, 베이지",369500,5130441123,False,7,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
185,243,184624,"사모아몰 추천!! 보온성 극대화!!! 쿠션 방석 3가지 색상!! [리클라이너의자 호환], 쿠션[리클라이너 호환], 1개, 퍼플",24400,2117094250,False,0,4.5,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
186,244,184624,"리클라이너 접이식 간이 침대 의자, 데일리리클라이너의자_블랙",49000,1669567571,False,0,,,False,,"2,500",,NULL,NULL,NULL,NULL,NULL,NULL,NULL
187,245,184624,"가성비 리클라이너 게이밍 의자 좌식 1인용 쇼파 네일 살롱 아름다움 발 문신 발 소파, 혼자 소파를 고쳐",258700,5087094853,False,10,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
188,246,184624,"무중량 접이식의자 리클라이너 휴게실용 휴게실의자, 다크브라운",62800,5002267482,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
189,247,184624,"[에몬스] [코너형 단품] 세레스 천연 통가죽 소파, 색상:라이트베이지",769000,227022239,False,3,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
190,248,184624,"[한정수량 즉시할인쿠폰]이오 1인용 전동리클라이너 컵홀더형 에어레더, 브라운",259400,4543411938,False,1,3.0,1.0,False,에보니아,착불배송,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
191,249,184624,"세인트 리클라이너 소파 OR114, 옐로우",153500,2285536537,True,0,,,False,몽돌,0,,NULL,NULL,NULL,패브릭,모던/심플,NULL,NULL
192,250,184624,"엘리제 3인용 아쿠아텍스 전동 리클라이너 소파, 베이지",678000,4690983421,False,0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
193,251,184624,"ZCD 밖에 뒤뜰 정원을 위한 아이 그네 세트 아이와 성인을 위한 의자를 가진 그네 좌석 어린이와 성인 야외 스윙, 플라스틱, 블루",20870,5313013183,False,2,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
194,252,184624,"라로퍼니처 네오 전동 리클라이너 4인용 가죽 소파쇼파, 블루",626000,269372825,False,47,5.0,6.0,False,,착불배송,5.0,NULL,NULL,NULL,인조/천연가죽,NULL,NULL,NULL
195,253,184624,"현아몰 함마톤 리클라이너 낮잠의자 B형 의자, 블랙",42900,105634508,False,0,3.0,1.0,False,,0,,NULL,블랙,NULL,NULL,NULL,NULL,각도조절 가능
196,254,184624,"인시네 천연 소가죽 1인용 USB충전기능 전동 리클라이너 소파 IN-1ERN 쇼파, 그레이",521000,62550745,False,34,,,False,,0,,1인용,그레이,천연가죽,NULL,NULL,NULL,각도조절 가능
197,255,184624,"삼익가구 나타카 무빙헤드 6인용 전동 홈바 리클라이너 가죽소파 방문설치, 그레이",1706390,4349355203,True,5,,,False,삼익가구,0,,NULL,NULL,NULL,NULL,모던/심플,방문설치,NULL
198,256,184624,"[시트앤모어]샬롯 전동 1인용 천연소가죽 리클라이너소파, 없음",667740,4958582516,False,7,,,False,시트앤모어,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
199,257,184624,"4인용 전동 리클라이너 좌식 소파, 다크그레이_홈바구성",1150000,5207886897,False,0,,,False,,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200,258,184624,"[에몬스] [4인] 브루엘 천연 통가죽 헤드레스트-틸팅 소파, 색상:로얄블랙",1769000,1332161325,False,1,5.0,1.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
201,259,184624,"비바체 1인용 편안한 리클라이너 발받침 소파 쿠션 쇼파 스툴체어 싱글잇템 싱글라이프 내방꾸미기 자취템 소파베드, 베이지",179000,5004079122,False,0,,,False,,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
202,260,184624,"TRM 리클라이너 전용 쿠션, 그레이",25500,1483458830,False,0,4.0,2.0,False,,0,2.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
203,261,184624,"티에스퍼니처 BM 815 4인용 진동안마 리클라이너(컵받침대), 쵸코",1514340,167428347,False,30,5.0,1.0,False,티에스퍼니처,착불배송,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
204,262,184624,"일룸 볼케 1인 리클라이너 소파(H가죽 전동), L665L(카멜)",1989000,279688468,False,0,,,False,일룸,0,,NULL,NULL,NULL,NULL,NULL,NULL,NULL
205,263,184624,"마약의자 고급 리클라이너전용 가죽쿠션, 베이지",29900,344551813,False,25,4.5,2.0,False,,0,1.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
